ID,Title,Dynasty,Artist,Format,Material,H,W,A,Size,Institute,Nationality,Source,Note,Seals and Inscriptions,Set,Tag1,Tag2,Tag3,Tag4
1286,秋山紅樹圖,SS1,蕭照,circular 圓幅,Silk 絹本,26.7,27.2,726.24,S,遼寧省博物館,CHN,宋畫全集第三卷第二冊,,,,landscape,,,
1287,雪中梅竹圖,SS1,徐禹功,handscroll 卷,Silk 絹本,28.9,123.3,3563.37,L,遼寧省博物館,CHN,宋畫全集第三卷第二冊,,,,,,,
1288,二駿圖,SS1,楊微,handscroll 卷,Silk 絹本,24.7,80,1976,M,遼寧省博物館,CHN,宋畫全集第三卷第二冊,大定甲辰年款,,,,,,
1289,仙山樓閣,SS1,佚名,circular 圓幅,Silk 絹本,26.3,26.7,702.21,S,遼寧省博物館,CHN,宋畫全集第三卷第二冊,,,唐宋元集繪冊,landscape,architecture,,
1290,薇省黃昏圖,SS1,趙大亨,circular 圓幅,Silk 絹本,24.9,25.8,642.42,S,遼寧省博物館,CHN,宋畫全集第三卷第二冊,,,,figure,architecture,,
1291,白蓮社圖,NS2,張激,handscroll 卷,Paper 紙本,34.9,842.2,29392.78,XL,遼寧省博物館,CHN,宋畫全集第三卷第一冊,,,,,,,
1292,九歌圖卷,SS0,佚名,handscroll 卷,Paper 紙本,33,826.7,27281.1,XL,黑龍江省博物館,CHN,中國古代書畫圖目16，頁164-165,,,,,,,
1293,九歌圖卷,SS0,佚名,handscroll 卷,,,,,,黑龍江省博物館,CHN,中國古代書畫圖目16，頁168-169,,,,,,,
1294,葵花圖,,佚名,,,NA,NA,,,山東省博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1295,雪景寒林,,傳 范寬,,,NA,NA,,,天津博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1296,濠濮圖,,李唐,,,NA,NA,,,天津博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1297,梅花圖,,楊無咎,,,NA,NA,,,天津博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1298,嬰戲圖,,蘇漢臣,,,NA,NA,,,天津博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1299,月下把杯,SS2,馬遠,,,NA,NA,,,天津博物館,CHN,宋畫全集第五冊第一冊,楊後題詞,,,,,,
1300,花石草蟲,,佚名,,,NA,NA,,,天津博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1301,高閣凌空,,佚名,,,NA,NA,,,天津博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1302,金明奪標,,佚名,,,NA,NA,,,天津博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1303,盥手觀花,,佚名,,,NA,NA,,,天津博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1304,泥馬渡康王圖,,佚名,,,NA,NA,,,天津博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1305,瑞應圖,,佚名,,,NA,NA,,,天津博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1306,山鵲枇杷圖,,佚名,,,NA,NA,,,中央美術學院,CHN,宋畫全集第五冊第一冊,,,,,,,
1307,瀟湘竹石圖,,傳 蘇軾,,,NA,NA,,,中國美術館,CHN,宋畫全集第五冊第一冊,,,,,,,
1308,墨龍圖,,陳容,,,NA,NA,,,中國美術館,CHN,宋畫全集第五冊第一冊,,,,,,,
1309,松下撫琴圖,,佚名,,,NA,NA,,,北京畫院,CHN,宋畫全集第五冊第一冊,,,,,,,
1310,臘梅雙禽圖,,佚名,,,NA,NA,,,四川博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1311,秋葵圖,,佚名,,,NA,NA,,,四川博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1312,雪山行旅圖,,劉松年,,,NA,NA,,,四川博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1313,荷塘浴鳧圖,,佚名,,,NA,NA,,,四川博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1314,水月观音图,,佚名,,,NA,NA,,,四川博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1315,菩萨像,,佚名,,,NA,NA,,,四川博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1316,柳枝观音像,,佚名,,,NA,NA,,,四川博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1317,百花圖,,楊婕妤,,,NA,NA,,,吉林博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1318,春塘禽樂圖,,佚名,,,NA,NA,,,吉林博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1319,文姬歸漢圖,,佚名,,,NA,NA,,,吉林博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1320,松林亭子圖,,馬麟,,,NA,NA,,,佛山市博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1321,奇峰樓閣圖,,佚名,,,NA,NA,,,武漢市博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1322,水閣泉聲圖,,佚名,,,NA,NA,,,河北省文物保護中心,CHN,宋畫全集第五冊第一冊,,,,,,,
1323,松林亭子圖,,佚名,,,NA,NA,,,河北省文物保護中心,CHN,宋畫全集第五冊第一冊,,,,,,,
1324,萱花乳犬圖,,佚名,,,NA,NA,,,河北省文物保護中心,CHN,宋畫全集第五冊第一冊,,,,,,,
1325,雞冠乳犬圖,,佚名,,,NA,NA,,,河北省文物保護中心,CHN,宋畫全集第五冊第一冊,,,,,,,
1326,勘書圖,,王齊瀚,,,NA,NA,,,南京大學,CHN,宋畫全集第五冊第一冊,,,,,,,
1327,山村圖,,郭熙,,,NA,NA,,,南京大學,CHN,宋畫全集第五冊第一冊,,,,,,,
1328,蜀葵飛蝶圖,,佚名,,,NA,NA,,,重慶中國三峽博物館,CHN,宋畫全集第五冊第一冊,南宋雜景院畫冊,,,,,,
1329,清風搖玉珮圖,,佚名,,,NA,NA,,,重慶中國三峽博物館,CHN,宋畫全集第五冊第一冊,南宋雜景院畫冊,,,,,,
1330,瓊花真珠雞圖,,佚名,,,NA,NA,,,重慶中國三峽博物館,CHN,宋畫全集第五冊第一冊,南宋雜景院畫冊,,,,,,
1331,丁香飛蜂圖,,佚名,,,NA,NA,,,重慶中國三峽博物館,CHN,宋畫全集第五冊第一冊,南宋雜景院畫冊,,,,,,
1332,鵪鶉圖,,佚名,,,NA,NA,,,重慶中國三峽博物館,CHN,宋畫全集第五冊第一冊,南宋雜景院畫冊,,,,,,
1333,荷塘飛燕圖,,佚名,,,NA,NA,,,重慶中國三峽博物館,CHN,宋畫全集第五冊第一冊,南宋雜景院畫冊,,,,,,
1334,綠茵牧馬圖,,佚名,,,NA,NA,,,重慶中國三峽博物館,CHN,宋畫全集第五冊第一冊,南宋雜景院畫冊,,,,,,
1335,葵花獅貓圖,,佚名,,,NA,NA,,,重慶中國三峽博物館,CHN,宋畫全集第五冊第一冊,南宋雜景院畫冊,,,,,,
1336,阿氏多尊者圖,,佚名,,,NA,NA,,,重慶中國三峽博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1337,朱雲折檻圖,,佚名,,,NA,NA,,,徐悲鴻紀念館,CHN,宋畫全集第五冊第一冊,,,,,,,
1338,羅漢圖,,佚名,,,NA,NA,,,徐悲鴻紀念館,CHN,宋畫全集第五冊第一冊,,,,,,,
1339,佛像圖,,佚名,,,NA,NA,,,徐悲鴻紀念館,CHN,宋畫全集第五冊第一冊,,,,,,,
1340,溪山行旅圖,,郭熙,,,NA,NA,,,雲南省博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1341,濯足圖,,佚名,,,NA,NA,,,湖北省博物馆,CHN,宋畫全集第五冊第一冊,,,,,,,
1342,鄘國四篇圖,,馬和之,,,NA,NA,,,廣西壯族自治區博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1343,雲龍圖,,陳容,,,NA,NA,,,廣東省博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1344,伏虎羅漢圖,,佚名,,,NA,NA,,,廣東省博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1345,雪山歸獵圖,,傳 翟院深,,,NA,NA,,,安徽省歙县博物馆,CHN,宋畫全集第五冊第一冊,,,,,,,
1346,仿郭熙山水圖,,佚名,,,NA,NA,,,濟南市博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1347,錢塘觀潮圖,,夏囗,,,NA,NA,,,蘇州博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1348,消夏圖,,佚名,,,NA,NA,,,蘇州博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1349,松下賞月圖,,佚名,,,NA,NA,,,蘇州博物館,CHN,宋畫全集第五冊第一冊,,,,,,,
1350,職貢圖,,佚名,,,NA,NA,,,中國國家博物館,CHN,宋畫全集第五冊第二冊,,,,,,,
1351,中興四將像,,佚名,,,NA,NA,,,中國國家博物館,CHN,宋畫全集第五冊第二冊,,,,,,,
1352,雪窗讀書圖,,佚名,,,NA,NA,,,中國國家博物館,CHN,宋畫全集第五冊第二冊,,,,,,,
1353,耕織圖,,佚名,,,NA,NA,,,中國國家博物館,CHN,宋畫全集第五冊第二冊,,,,,,,
1354,果熟來禽圖,,佚名,,,NA,NA,,,中國國家博物館,CHN,宋畫全集第五冊第二冊,,,,,,,
1355,狩獵圖,,佚名,,,NA,NA,,,中國國家博物館,CHN,宋畫全集第五冊第二冊,,,,,,,
1356,輞川圖,,佚名,,,NA,NA,,,中國國家博物館,CHN,宋畫全集第五冊第二冊,,,,,,,
1357,九歌圖,,佚名,,,NA,NA,,,中國國家博物館,CHN,宋畫全集第五冊第二冊,,,,,,,
1358,古澗寒梅圖二幅1,,佚名,,,NA,NA,,,朵雲軒,CHN,宋畫全集第五冊第二冊,古澗寒梅圖二幅,,,,,,
1359,古澗寒梅圖二幅2,,佚名,,,NA,NA,,,朵雲軒,CHN,宋畫全集第五冊第二冊,古澗寒梅圖二幅,,,,,,
1360,松嶺獨釣圖,,佚名,,,NA,NA,,,朵雲軒,CHN,宋畫全集第五冊第二冊,,,,,,,
1361,高閣觀荷圖,,佚名,,,NA,NA,,,朵雲軒,CHN,宋畫全集第五冊第二冊,,,,,,,
1362,寒窗讀易圖,,佚名,,,NA,NA,,,朵雲軒,CHN,宋畫全集第五冊第二冊,,,,,,,
1363,乳犬戲蝶圖,,佚名,,,NA,NA,,,朵雲軒,CHN,宋畫全集第五冊第二冊,,,,,,,
1364,枯樹鳴禽圖,,佚名,,,NA,NA,,,朵雲軒,CHN,宋畫全集第五冊第二冊,,,,,,,
1365,蘆塘鵝飲圖,,佚名,,,NA,NA,,,朵雲軒,CHN,宋畫全集第五冊第二冊,,,,,,,
1366,蒼鷹搏兔圖,,佚名,,,NA,NA,,,朵雲軒,CHN,宋畫全集第五冊第二冊,,,,,,,
1367,雪溪行旅图,,佚名,,,NA,NA,,,朵雲軒,CHN,宋畫全集第五冊第二冊,,,,,,,
1368,月夜拨阮图,,傳 馬遠,,,NA,NA,,,朵雲軒,CHN,宋畫全集第五冊第二冊,,,,,,,
1369,松堂訪友圖,,佚名,,,NA,NA,,,朵雲軒,CHN,宋畫全集第五冊第二冊,,,,,,,
1370,花鳥圖,,佚名,,,NA,NA,,,杭州博物館,CHN,宋畫全集第五冊第二冊,,,,,,,
1371,四季牧牛圖,,閻次平,,,NA,NA,,,南京博物院,CHN,宋畫全集第五冊第二冊,,,,,,,
1372,江天樓閣圖,,佚名,,,NA,NA,,,南京博物院,CHN,宋畫全集第五冊第二冊,,,,,,,
1373,松斋静坐图,,佚名,,,NA,NA,,,南京博物院,CHN,宋畫全集第五冊第二冊,,,,,,,
1374,桃花鴛鴦圖,,佚名,,,NA,NA,,,南京博物院,CHN,宋畫全集第五冊第二冊,,,,,,,
1375,陳東像,,佚名,,,NA,NA,,,南京博物院,CHN,宋畫全集第五冊第二冊,,,,,,,
1376,灞橋風雪圖,,佚名,,,NA,NA,,,南京博物院,CHN,宋畫全集第五冊第二冊,,,,,,,
1377,蠶織圖,,佚名,,,NA,NA,,,黑龍江省博物館,CHN,宋畫全集第五冊第二冊,,,,,,,
1378,蘭亭圖,,佚名,,,NA,NA,,,黑龍江省博物館,CHN,宋畫全集第五冊第二冊,,,,,,,
1379,風雨樓閣,SS2,馬麟,circular 圓幅,Silk 絹本,23.1,17.9,413.49,S,日本大阪市立美術館,JPN,JM3-200-13,理宗題跋,,名賢集繪冊,landscape,architecture,,
1380,倚雲仙杏,SS2,馬遠,squarish 方幅,Silk 絹本,25.8,27.3,704.34,S,國立故宮博物院,TW,宋畫全集第四卷,楊後題跋,,,plant,,,
1381,洞山渡水,SS2,馬遠,hanging scroll 軸,Silk 絹本,77.6,33,2560.8,M,東京國立博物館,JPN,宋畫全集第六卷第一冊,楊後題跋,,,,,,
1382,關山行旅,NS,傳 關仝,hanging scroll 軸,Silk 絹本,144.4,56.8,8201.92,L,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,,,,
1383,玉堂富貴,,傳 徐熙,hanging scroll 軸,Silk 絹本,112.5,38,4275,L,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,,,,
1384,寫生梔子,,傳 徐熙,circular 圓幅,Paper 紙本,26.5,24.7,654.55,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,宋元集繪,plant,,,
1385,洞天山堂,Y,傳 董源,hanging scroll 軸,Silk 絹本,183.2,121.2,22203.84,L,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,,,,
1386,龍宿郊民,Y,傳 董源,hanging scroll 軸,Silk 絹本,156,160,24960,L,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,,,,
1387,秋山問道,Y,傳 巨然,hanging scroll 軸,Silk 絹本,156.2,77.2,12058.64,L,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,,,,
1388,溪山林籔,Y,佚名,hanging scroll 軸,Silk 絹本,221.3,119.7,26489.61,L,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,,,,
1389,浣月圖,SS2,佚名,hanging scroll 軸,Silk 絹本,77.2,50.4,3890.88,M,國立故宮博物院,TW,"宋畫全集第四卷 (未確認）; Cahill, 53",,,,,,,
1390,寒江釣艇,Y,傳 李成,hanging scroll 軸,Silk 絹本,170,101.9,17323,L,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,,,,
1391,枇杷綬帶,,徐崇嗣,circular 圓幅,Silk 絹本,25.7,27.8,714.46,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,藝苑藏真,plant,animal,,
1392,歲朝圖,,傳 趙昌,hanging scroll 軸,Silk 絹本,103.8,51.2,5314.56,L,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,,,,
1393,寫生杏花,,傳 趙昌,circular 圓幅,Silk 絹本,25.2,27.3,687.96,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,宋元集繪,plant,,,
1394,秋林山鳥,,,,,NA,NA,,,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,,,,
1395,三仙授簡,SS0,傳 燕文貴,hanging scroll 軸,Silk 絹本,46.3,41.3,1912.19,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,landscape,figure,,
1396,山居圖,SS0,燕肅,circular 圓幅,Silk 絹本,23.9,25.3,604.67,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,歷代名繪,landscape,architecture,,
1397,邃谷仙儔,,傳 燕肅,circular 圓幅,Silk 絹本,23.9,24.4,583.16,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,吉光珍壽,landscape,figure,,
1398,猿鹿圖,,傳 易元吉,circular 圓幅,Silk 絹本,25,26.4,660,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,宋元名繪,animal,landscape,,
1399,蘆雁,,,,,NA,NA,,,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,,,,
1400,松芝群鹿,,傳 牟仲甫,circular 圓幅,Silk 絹本,23.9,24.3,580.77,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,宋元集繪,animal,landscape,,
1401,寒林鴛鳥,,傳 惠崇,squarish 方幅,Silk 絹本,23.8,25,595,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,宋元名繪,animal,landscape,,
1402,畫竹,,,,,NA,NA,,,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,,,,
1403,柳亭行旅,,傳 趙令穰,circular 圓幅,Silk 絹本,23.2,24.2,561.44,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,名繪集珍,landscape,architecture,,
1404,瀛山圖,Y,傳 王詵,handscroll 卷,Silk 絹本,24.5,145.1,3554.95,L,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,,,,
1405,繡櫳曉鏡,,傳 王詵,circular 圓幅,Silk 絹本,24.2,25,605,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,宋元名繪,architecture,figure,,
1406,畫孝經圖,,傳 李公麟,handscroll 卷,Paper 紙本,20.5,702.6,14403.3,XL,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,,,,
1407,仙巖采藥,SS0,傳 李唐,circular 圓幅,Silk 絹本,22.4,23.8,533.12,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,名繪集珍,landscape,figure,,
1408,紅蓼白鵝,,傳 徽宗,hanging scroll 軸,Silk 絹本,132.9,86.3,11469.27,L,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,院藏宋人秋塘雙雁極似,,,,,,
1409,關山行旅,SS0,蕭照,squarish 方幅,Silk 絹本,24.2,26.2,634.04,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,集古名繪,landscape,figure,,
1410,禽浴圖,,傳 李迪,squarish 方幅,Silk 絹本,24.8,24.1,597.68,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,宋元名繪,animal,,,
1411,草卉秋蟲,,,,,NA,NA,,,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,,,,
1412,山閣晴嵐,,傳朱銳,circular 圓幅,Silk 絹本,25.6,19.9,509.44,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,宋人集繪,landscape,architecture,,
1413,雪景寒禽,,王定國,circular 圓幅,Silk 絹本,24.3,26,631.8,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,宋元集繪,landscape,animal,,
1414,橙黃橘綠,,林椿,circular 圓幅,Silk 絹本,23.8,24.3,578.34,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,紈扇畫冊,plant,,,
1415,寫生海棠,,林椿,squarish 方幅,Silk 絹本,23.4,24,561.6,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,宋元集繪,plant,,,
1416,十八學士圖,,,,,NA,NA,,,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,,,,
1417,榴開見子,,傳 吳炳,circular 圓幅,Silk 絹本,25.4,26.5,673.1,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,宋元集繪,plant,,,
1418,乘龍圖,,馬遠,hanging scroll 軸,Silk 絹本,108.1,52.6,5686.06,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,figure,animal,,
1419,山水人物,Y,馬遠,hanging scroll 軸,Silk 絹本,77.1,126.4,9745.44,L,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,,,,
1420,松泉雙鳥,,傳 馬遠,squarish 方幅,Silk 絹本,26.8,53.8,1441.84,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,名畫集真,landscape,figure,animal,
1421,西湖柳艇,,傳 夏圭,hanging scroll 軸,Silk 絹本,107.2,59.3,6356.96,L,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,,,,
1422,寒溪垂釣,,夏圭,circular 圓幅,Silk 絹本,24.5,25.7,629.65,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,宋元名繪,landscape,figure,architecture,
1423,芙蓉水鳥,,傳 梁楷,circular 圓幅,Silk 絹本,25.1,25.1,630.01,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,宋元集繪,plant,animal,,
1424,平原射鹿,,陳居中,squarish 方幅,Silk 絹本,36.8,54.9,2020.32,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,名繪集珍,figure,animal,,
1425,寫生紫薇,,衛昇,circular 圓幅,Silk 絹本,23.8,25.3,602.14,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,宋元集繪,plant,,,
1426,寫生,SS2,法常,handscroll 卷,Paper 紙本,44.5,1017.1,45260.95,XL,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,款署：「咸淳改元（1265）牧谿。」,,,,,,
1427,茸坡促織,,牟益,circular 圓幅,Silk 絹本,20.6,21,432.6,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,藝苑藏真,landscape,animal,,
1428,魚藻圖,,范安仁,handscroll 卷,Silk 絹本,25.5,96.5,2460.75,L,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,,,,
1429,西湖十景十幅1,,葉肖岩,squarish 方幅,Silk 絹本,23.9,20.2,482.78,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,西湖十景十幅,landscape,architecture,,
1430,西湖十景十幅2,,葉肖岩,squarish 方幅,Silk 絹本,23.9,20.2,482.78,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,西湖十景十幅,landscape,architecture,,
1431,西湖十景十幅3,,葉肖岩,squarish 方幅,Silk 絹本,23.9,20.2,482.78,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,西湖十景十幅,landscape,architecture,,
1432,西湖十景十幅4,,葉肖岩,squarish 方幅,Silk 絹本,23.9,20.2,482.78,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,西湖十景十幅,landscape,architecture,,
1433,西湖十景十幅5,,葉肖岩,squarish 方幅,Silk 絹本,23.9,20.2,482.78,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,西湖十景十幅,landscape,architecture,,
1434,西湖十景十幅6,,葉肖岩,squarish 方幅,Silk 絹本,23.9,20.2,482.78,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,西湖十景十幅,landscape,architecture,,
1435,西湖十景十幅7,,葉肖岩,squarish 方幅,Silk 絹本,23.9,20.2,482.78,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,西湖十景十幅,landscape,architecture,,
1436,西湖十景十幅8,,葉肖岩,squarish 方幅,Silk 絹本,23.9,20.2,482.78,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,西湖十景十幅,landscape,architecture,,
1437,西湖十景十幅9,,葉肖岩,squarish 方幅,Silk 絹本,23.9,20.2,482.78,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,西湖十景十幅,landscape,architecture,,
1438,西湖十景十幅10,,葉肖岩,squarish 方幅,Silk 絹本,23.9,20.2,482.78,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,西湖十景十幅,landscape,architecture,,
1439,寒林圖,NS1,傳 李成,hanging scroll 軸,Silk 絹本,180,104,18720,L,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,,,,
1440,竹石鳩子圖,,佚名,hanging scroll 軸,Silk 絹本,166,93.9,15587.4,L,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,,,,
1441,山花墨兔,,佚名,hanging scroll 軸,Silk 絹本,37.5,42,1575,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,animal,plant,,
1442,平湖雪霽,,佚名,circular 圓幅,Silk 絹本,24.3,25.4,617.22,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,名繪集珍,landscape,architecture,,
1443,莎原放牧,,佚名,squarish 方幅,Silk 絹本,24.3,24.6,597.78,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,名繪集珍,landscape,figure,animal,
1444,松陰庭院,,佚名,circular 圓幅,Silk 絹本,24,25.7,616.8,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,紈扇畫冊,figure,architecture,,
1445,溪旁閒話,SS0,佚名,squarish 方幅,Silk 絹本,25.7,23.6,606.52,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,宋人集繪,figure,architecture,,
1446,桃花,,,,,NA,NA,,,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,,,,
1447,貍奴,,,,,NA,NA,,,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,,,,,
1448,香實垂金,,佚名,squarish 方幅,Silk 絹本,24.3,27.5,668.25,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,名繪集珍,plant,,,
1449,秋塘鳧雁,,佚名,circular 圓幅,Silk 絹本,24.8,25.2,624.96,S,國立故宮博物院,TW,宋畫全集第四卷 (未確認）,,,紈扇畫冊,landscape,animal,,
